place,rating,nickname,review,visited
승촌보오토캠핑장,5,dld****,친절!친절!했음,2020.06.01
주노글램핑 광주점,5,원원,"손님들이 별로 안계셔서 시끄럽지도 않고 너무 좋았습니다 ! 날씨도 너무 좋았고, 보일러도 너무 잘돼서 좋았어요 ㅎㅎ !!",2020.09.22
주노글램핑 광주점,4,63,"방이랑 이불, 화징실 등 나름 깔끔해요~ 근데 식기류는 놀랠만큼 지저분해서 하나도 안썼어요ㅋ",2020.09.20
주노글램핑 광주점,5,냐냥,생각했던 것 보다 더 좋았어용 다음에 또 올거에욯ㅎㅎㅎㅎㅎㅎ,2020.09.19
주노글램핑 광주점,1,uni****,벌레 많고 침대가 식기도구가 너무 더러움,2020.09.17
주노글램핑 광주점,2.5,lco****,모기가 너무 많아요,2020.09.12
주노글램핑 광주점,3,채오니,잘놀다갑니다! 너무 좋았어요!,2020.09.03
주노글램핑 광주점,3,블러드타투,더운 여름인데 에어컨을 미리 켰으면 좋았을꺼 같네요 ,2020.08.19
주노글램핑 광주점,2.5,쿵이,시설이 그냥 그랬어요에어컨운 약하고 선풍기는 위생이 별로이고 화장실이 매우 좁아요 ㅠㅠ,2020.08.19
주노글램핑 광주점,0.5,멋쟁이,방음이 안되서 옆방 소리 다들리네요ㅠㅠㅠ새벽까지 진짜 잠도 못자고 힘들었네요ㅠㅠ,2020.08.18
주노글램핑 광주점,4,서수경,재밌게 놀다왔어요. 도심속에 있는데도 자연으로 캠핑온 느낌이었습니다. 수여장이 있는걸 몰라서 안타깝게 수영은 못했지만 즐거웠어요. 매점에 아이스크림이 없어서 안타까왔네요,2020.08.15
주노글램핑 광주점,5,lov****,좋아요좋아요오오오오오,2020.08.14
주노글램핑 광주점,5,tksxk,다음에 또 오겠습니다.,2020.08.11
주노글램핑 광주점,5,wjd****,아기 대리고 가도 좋은 곳이에요,2020.08.04
주노글램핑 광주점,0.5,어린양,너무 붙어있어서 방음장치 제로 옆쪽 커플이와서 3시넘어서까지 술마시고 이야기하고 경우 4시쯤잤음주방에 방역좀 해야할듯개미가 너무많음,2020.08.02
주노글램핑 광주점,5,져스트라이커,도심속휴식,2020.07.24
주노글램핑 광주점,4,박지애,두번째 방문인데 좋앗어오 ㅎㅎ,2020.07.21
주노글램핑 광주점,3,thlm23,화장실세면대에 양치질 한 번이 안 끝나는데도 물이 막혀요...가격에 비한 시설은 아니였던 것 같아요!,2020.07.18
주노글램핑 광주점,0.5,우비,성수기라지만 코로나때문에 예약자가 거의 없어서 텅텅 비었는데 이럴땐 그냥 비수기가격으로..(식기 제대로 설거지도 안되어있음)밤 11시 12시 이후 술에 취해 인사불성인 다른객실 때문에 너무 시끄럽고 새벽3시까지 잠을 제대로 못잠통제를 전혀 안되는 곳이라 가서 힐링하러 가시는 분들중 밤귀 어두운 분이라면 괜찮겠지만 아니라면 그닥 추천 안함,2020.07.16
주노글램핑 광주점,3,이강희,혹시나하고 바닥 닦았는데 까만 때 나와서 당황했어요.. 야외에 있는 곳이라 관리가 잘 되어야할텐데..아쉽네요.새벽엔 고양이가 음식물쓰레기통 뒤져서 2차당황이었어요.. 새벽에 쾅소리가 나길래 무서워서 나가보질 못햇는데 한참 뒤 나가보니 음식물쓰레기통이 엎어져있더라구요.. 첨엔 박스 위에 올려둬서 그런건가햇는데 총 5번 넘어지는거보고ㅋㅋㅋ 고양이다 싶더라구요..위치도 괜찮고 놀기 재밌긴 한데.. 일회용품 사용 강추드립니다......ㅎ,2020.07.03
주노글램핑 광주점,3.5,정콩,모기 너무많아요 갈때 모기향이랑약 필수 도심속에서 글램핑하기 좋았어요 새벽에시끄럽긴했지만 전화했더니 금방 조용해졌으오 ,2020.06.28
주노글램핑 광주점,2,석고,그냥 그럼.,2020.06.26
주노글램핑 광주점,5,깜디어멈,평일기준 가격도 착한것같고 안에 화장실 다 구비되어있어서 편했어요식기는 깨끗한편은 아니란말을 많이봐서 일회용품 챙겨갔구요 포토존 다 이쁘고 날씨좋고 저는 기대이상이었던거 같아요 직원분도 친절하고 정말 잘놀고왔습니다!,2020.06.22
주노글램핑 광주점,3,o0o,모기가 많긴 했지만 재미있게 놀다 온 것 같아요!,2020.06.19
주노글램핑 광주점,4,서나,좋았으나ㅜ 소음이 정말 심했습니다 공항옆이라 비행기소리ㅜ 제트기?소리? 근처에공사를하는지 땅무너지는소리ㅜ 에어컨을17도로 맞쳐놨는데도 더워서 혼났네요ㅜ,2020.06.15
주노글램핑 광주점,4,혜윤,그냥저냥 친구들이랑 하룻밤 놀기 괜찮았어요 분위기는 좋아요 모기많아요,2020.06.05
주노글램핑 광주점,1,여우비,"적은 돈 주고 간건 아닌데 그릴도 당일예약하면 쓸 수 있을만큼 구비해있지 않았고, 침대 매트리스도 스프링이 느껴질만큼 안좋아서 자고 일어났더니 허리가 아파서 걷기 힘드네요. 허리 약하신분들은 생각한번 하셔야 될거에요. 그리고 옆에  방에서 새벽 5시정도까지 시끄럽게 노셔서 잠을 자기도 힘들었구요. 처음 글램핑이었는데 기억이 안좋네요",2020.06.05
주노글램핑 광주점,3.5,myo****,분위기 좋고 다 좋은데 소음이 조금 많아서 불편했어요 그래도 좋았어요,2020.06.05
주노글램핑 광주점,4,ehg****,다른 후기들이 안 좋아서 많이 걱정했는데 사장님? 알바분?도 친절하시고 글램핑장 텐트도 잘 쓰고왔습니다. 위치도 유스퀘어에서 10분?15분 정도면 택시로 갈 수 있어서 좋았습니다. 다만 모기가 많고 비행기 소리가 계속.. 밤에 좀 시끄러웠습니다. 다른 부분은 불편한거 없었구 편하게 잘 놀고 왔습니다^^ ,2020.06.04
주노글램핑 광주점,3,성안나,냄비같은 위생이 별로 안좋은거 같아요,2020.05.18
주노글램핑 광주점,4.5,ejr****,너무좋아여 ,2020.05.17
주노글램핑 광주점,4,공지철,비행기소리때문에 좀시끄럽고 모기많은거 빼고는너무 좋았어요,2020.05.16
주노글램핑 광주점,3,yonee,"식기류랑 냄비 후라이팬 , 수저세트 컵 등 전부 다 엄청 비위생적이고 낡았어요 ㅠㅠ 혹시 챙겨가실 수있는 분들은 반드시 챙겨가시길...! 번거로우시면 컵이랑 수저 접시라도 꼭 챙겨가세요! 아 그리고 있는거 쓰실거면 반드시 수세미 챙겨가셔서 설거지 하세요..! 내부는 괜찮았어요 보일러가 잘들어와서 너무 따뜻하게 잤고 아직은 벌레가 많지 않을 때라 괜찮았습니다. 침구류도 조금 깔끔하진 않았어요.. 매번 세탁을 하시는 것 같지 않아서 찝찝한 분들은 담요라도 반드시 챙겨가시고, 화장실이 내부에 있지만 한 두번 사용하니 물이 안내려가서 결국 이틀간 사무실쪽 공공화장실 사용했는데 훨씬 깨끗하고 좋았어요 ㅠㅠ 화장실이 조금 아쉬웠습니다. 하지만 직원분도 너무 친절하시고 분위기도 좋아서 재밌게 잘 놀았어요!",2020.05.13
주노글램핑 광주점,4.5,Sol,"난방도 따뜻하고 침대, 화장실, 냉장고, 전자레인지, 인덕션(1개), 냄비1개, 후라이펜 2개 , 식기 등 부족함 없이 친구와 함께 즐거운 시간 보냈습니다~ 0.5점 아쉬운점은 밤 8시경부터 한시간가량 근처에 광주공항에서 군사용비행기 때문에 귀가 나갈뻔했네요.. 하지만 하룻밤이니 나름 추억으로 즐기다왔습니다~~!",2020.05.12
주노글램핑 광주점,1.5,henzelkorea,비행기장 근처라서 낮에는 비행기 날라가는게 완전 가까이서 다 보이는데 위치상 문제라 어쩔 수 없는것같아요송화가루가 많이 날릴 시기였는데 식기류가 있는 부분이 다 노래져서 도착하자마자 닦고 헹구니라 조금그랬어요. 무엇보다 안에 비치된 침대도 머리카락이나 이런게 그대로 있어서 조금 위생상 찝찝했습니다,2020.05.08
주노글램핑 광주점,1.5,이유진,식기류가 세척이 하나도 안되있어서 일회용품 사가야하구요 주위에 공군훈련장때문에 소음이 장난 아니네요ㅠㅠ 수압은 좋아요,2020.05.06
주노글램핑 광주점,4,현서닝,몸만 가면 되는 곳이라 너무 좋았어요 ㅎㅎㅎ 비행기 소리가 너무 커서 일찍 눈이 떠지는게 단점 ..,2020.05.05
주노글램핑 광주점,3.5,바다지킴이,전체적인 글램핑 분위기는 이뻤는데 내부시설이 많이 좋지는 않아요! 하지만 도심 속에 있어서 직장인들을 위한 시간적 여유나 장보는거나 배달 부분에서는 편했어요. 텐트들이 붙어있어서 가족이나 연인보단 친구들끼리 가는걸 추천드립니다😆,2020.05.04
주노글램핑 광주점,0.5,sik****,시설양호  별점 3점  방음을 기대하지는 않았지만야간 이용객 관리 평점마이너스 10000점밤 12시 떠듬밤2시 떠들고 소리침밤3시 떠들고 소리침밤4시 떠들고 소리침밤5시 떠들고 소리지르고 난리부르스. 직원은 집에가셨나  술취해서 소리지르고 난리인데 컨트롤 전혀 안함. 1명의 고객을 위해 10명의 고객을 놓치는 안타까운 글램핑장재방문의사 .. 0 ,2020.05.03
주노글램핑 광주점,3.5,soo****,분위기는 좋았으나 화장실-욕실 할거 없이 너무 좁구 한여름에는 샤워도 어려울꺼같이 많이 작네요. 허리굽혀서 머리 감기도 어려울 정도에요... 그리고  비내리는 날씨를 대비해서 야외바베큐 이용을 못할경우 텐트안에서 인덕션사용까지는 이해하는데 후라이팬 도구들 상태나 사이즈 등 교체할시기가 지났음에도 그대로 방치하신건 너무 하시네요. 오죽하면 나가서 후라이팬을 사왔을까요...,2020.05.02
주노글램핑 광주점,4.5,승,시설도 깔끔하고 좋았어요 !!,2020.05.01
주노글램핑 광주점,5,ros****,잘놀다갑니다 ㅎㅎㅎ,2020.04.30
주노글램핑 광주점,0.5,요니,텐트내에도 먼지가 너무 많고 침대 사용하기에 찝찝했어요 그리고 식기도구도 제대로 세척이 안되어 있고 더러웠어요무엇보다 4-5명씩 온 손님들 저녁시간부터 새벽 3시까지 떼창노래부르고 시끄러운데 사장님 제재 한번 안하셔서 너무 하단 생각했어요 글램핑 간 곳 중에 역대급 별로 였어요추천안합니다 진짜...,2020.04.30
주노글램핑 광주점,3,수경,확실히 방음이 잘 안되더라구요. 젓가락이나 컵도 갯수 부족하고.. ,2020.04.30
주노글램핑 광주점,0.5,yar****,예약 전 새볔에 시끄럽다고 했는데 이정도일줄은 몰랐어요.. 애기 데리고 갔는데 밤 꼴딱 세고 4시 30분쯤 잠들어 아침일찍 집으로 왔어요ㅠㅠ 깨끗하다고 했는데..... 글쎄요....;;;;;;;;; 다신 가고싶지않아서...ㅋㅋㅋ,2020.04.30
주노글램핑 광주점,3,야마둥,분위기는 엄청 좋았지만 방음이 잘 되지않아서때창부르시는분들 반성하세요,2020.04.26
주노글램핑 광주점,3,밍,"분위기는 좋았는데 청결 면에서는 별로요 ㅠㅠ 수건에서 걸레냄새가 나버리구, 이불은 얼룩덜룩했어요..  딱 하루 즐기고 오는정도였어요 ! ",2020.04.23
주노글램핑 광주점,4.5,971****,도심에서도 글램핑을 즐길수있어서 너무좋았어요 앞으로도 자주 애용할께용~^^,2020.04.22
주노글램핑 광주점,5,yoi****,가격도 싸고 만족했던 하루 다음에 또 놀러 갈게요,2020.04.16
주노글램핑 광주점,4,cal****,비행기소리 많이나긴하구요시설청결도 괜찮아요방바닥따뜻해서 바닥에서잤는데 공기는 아직추워요 ,2020.04.10
주노글램핑 광주점,5,꽃쇼걸,좋았어요ㅠ넘,2020.04.09
주노글램핑 광주점,5,주난,매우만족해요,2020.04.08
주노글램핑 광주점,5,묘형,밤에 살짝 바람불어서 추웠는데도 보일러 덕분에 땀흘리면서 잤어요 ㅎ,2020.04.07
주노글램핑 광주점,5,k1i****,너무좋았어요 방바닥도 따뜻하고 시설도 깨끗해서요날씨가 조금만 더 좋았더라면 더 좋았을텐데오랜만에 친구들이랑 좋은 추억쌓고 가네요,2020.04.04
주노글램핑 광주점,5,hyu****,대박 만족합니다! 담에 한번 더갈래요~~,2020.04.03
주노글램핑 광주점,5,tls****,생일겸 휴가를 함께 보내기 위해 친구들과 다녀왔어요 시국이 시국인지라 멀리가기도 좀 꺼려 지더라구용 근데 주노글램핑은 방역? 그런걸 한다고 적혀있었어용 조금 안심하고 재밋게 놀았네용 관리자분께서도 친절하게 대해주셨어요! 재밋게 잘 놀다왔습니닷! 비행기소리 시끄럽다고들 쓰셨는데 그건 ㅇㅈ이에용 근데 저는 일행이랑 떠들고 놀때는 그런거 귀안 안들어오더라구요! 여튼 재밋게 놀다왔어요! 저희가 새벽까지 시끄럽게 놀아서 항의전화안오셨나모르겟네용 ㅜㅜ ,2020.03.24
주노글램핑 광주점,4,림,생각보다 시설도 좋고 가까운곳에 이런곳이 있어서 너무 좋았어요! 별하나 빠진건 냉동고가 안되고 인덕션이 자꾸 꺼져서 뺐습니다. 그거 제외하면 방도 따뜻하고 좋았어요!,2020.03.12
주노글램핑 광주점,5,nor****,바람이 많이불고 추웠지만 좋았습니다!!,2020.03.10
주노글램핑 광주점,1,은디,히터도 잘 안나와서 침대위에 잔사람은 감기 걸리고 바닥에서 잔사람은 땀 흘리면서 잤구요 방음도 잘 안되고  양옆으로 목소리 다들리고 새벽에 싸움나서 시끄럽게 하는것때문에 잠도 못잤구요 아침에 인덕션 안되서 전화 드렸더니 퇴실할때까지 끝까지 전화 안받으시더라구요 다신 안갈듯 합니다^^,2020.02.22
주노글램핑 광주점,5,선진,두번째방문인데 친절하시고시설도너무만족스러워요 근데 갈때마다 새벽에너무악지르고싸워서잠을못자고와서 아쉬워요 ㅠㅠ,2020.02.22
주노글램핑 광주점,4,임지영,좋았어용 생각보다 안 춥고 ! 그래도 다음엔 날 풀리고 올래용 ㅎㅎ,2020.02.20
주노글램핑 광주점,4,hba****,옆방소리다들림 비와서 바베큐가 안되서 아쉽 저녁에 너무추워요 진ㅉㅏ오들오들 떰ㅠㅠ비성수기여서 가격은 좀 괜찮네용,2020.02.12
주노글램핑 광주점,4,oyw****,광주 근교라서 갓는데 나름 만족햇습니다~ 근데 아무래도 너무 추운날에는 좀 무리가 잇겟네여ㅠ,2020.02.05
주노글램핑 광주점,3,최다혜,바닥도 일부만 따뜻하고 ... 다른곳은 너무 춥더라구요 위생관리가 너무 안되긴 해서.. 진짜 자면서도 조금 찝찝한 느낌이 있었어요... 두번은 못갈꺼 같아요,2020.02.02
주노글램핑 광주점,5,kyj****,시설 분위기 모두 좋았어요,2020.02.01
주노글램핑 광주점,4,yj0****, 안에는 따뜻하고 좋았어용 잠도 잘오고~비행기소리는 조금나지만 그래도 또 가고싶네용!!!좋았습니당~ 다음에도 또 갈게용><,2020.01.27
주노글램핑 광주점,5,쁘랑띠,뜨거워요 ㅎㅎ 비행기소음은 1도 못들음,2020.01.21
주노글램핑 광주점,5,율,좋았어요분위기좋고재밌게 잘 놀았어요~,2019.12.27
주노글램핑 광주점,3,sos****,따듯햇고좋았는데 비행기소리가너무...😅,2019.12.15
주노글램핑 광주점,2,옥여사,공항근처라 비행기 소음 감안하세요이겨울에 전기장판이없어서 침대서는 못자요제가 사용법을몰라그런지 에어컨만되지 난방기능없는듯요바닥난방은 잘되서 그나마 다행이네요화장실이나 집기류는 그렇게 별루아니에요 나름괜츈해요다시 재방문의사는없네요공항덕에 잘잔기억이없어서요춥기도했고 아침에 샤워하기 추워서 집에와서 씻었음ㅡㅡㅋ,2019.11.24
주노글램핑 광주점,3,짱그래,생각보다 그냥저냥..화장실도 너무 작고.. 급하게 만든 느낌??..침대도 저희 방은 밑부분이 부서져 있더라구요..바닥은 더울만큼 좋았어요 공기는 차가워서침대 안쓰고 다 바닥에서 잤어요캔들도 있어서 분위기 내기 좋겠더라구요개인적으로 다음에는 안갈거 같아요 ㅎㅎ..아 참고로 고양이들 많아서 넘모 귀여웠움,2019.11.21
주노글램핑 광주점,3,쏭블리에,분위기좋고 편했어요 그런데 옆손님들이 시끄러워서 잠을못잤어요ㅠ 새벽세시까지 시끌시끌ㅠㅠ그것빼곤 다좋았어요 친절하시고.,2019.11.08
주노글램핑 광주점,4,해다리,딸이간다그래서 예약해줬는데 좋았다네요~사장님도 너무 친절하시고 방이 추울까바 걱정했는데  오히려 더워서 이불을안덮고 잤다구하네요~다 좋은데 입구가 찾기힘들어요 ㅠ,2019.10.17
주노글램핑 광주점,4,동동이,좋네요 다음에도 또 오고 싶네요,2019.10.17
주노글램핑 광주점,5,White Fox,무엇 보다 분위가 너무 좋았고 밥먹을 때 돌다 다니시던 직원분 너무 재미있고 감사했습니다!다만 아쉬운건 식기 사용하려고 봤는데 식기 위생 보고 식겁해서 급하게 일회용 그릇 사왔어요... 그것 빼고는 다 만족했어요!,2019.10.12
주노글램핑 광주점,5,mma****,모기가 있긴하지만 괜찮아요,2019.10.11
주노글램핑 광주점,4,how,만족스러운데 아쉬운건 모기가 너무 많은데 관리가 잘 안됨,2019.10.01
주노글램핑 광주점,5,monnan2,완전 강추! 분위기 시설 다 좋았어요,2019.09.29
주노글램핑 광주점,5,카카오,방도 깔끔했고 예뻣습니다~~,2019.09.28
주노글램핑 광주점,4,해피맘,직원분이 너무너무 친절하고시설도 깨끗하고  만족했습니다,2019.09.27
주노글램핑 광주점,5,김리아,깨끗하고 난방도 잘되고 좋아용 직원분도 엄청 친절해요 ㅠㅠㅠ,2019.09.19
주노글램핑 광주점,5,글쓰는사진쟁이,주위 손님들이 좀 시끄러운 사람들이면 시끄러울 수 있지만 글랭핑장 자체는 완전 만족입니다. 다만 초행길이신분들은 길이 조금 헷갈리실 수가 있습니다. 재방문의사 백프로.,2019.09.17
주노글램핑 광주점,4,csa****,화장실이 있는게 너무 좋았어요 난방 냉방도 다 잘 됩니다 ㅎㅎ,2019.08.30
주노글램핑 광주점,4,can****,냉장고는 하루전에 켜주세요  ㅠ 다음날되니까 시원했어요 수영장 너무 좋구  아이들괸 행복한 시간  보내서  좋았어요 신랑도 퇴근하고 올수 있어 좋았어요,2019.08.26
주노글램핑 광주점,4,pia****,밤에 너무 시끄러웠지만...(옆텐트 티비 소리까지 다 들려요ㅠ) 분위기도 좋고 수영장도 깨끗하고 너무 좋았어요~~~~,2019.08.23
주노글램핑 광주점,3,송,11시까지 바베큐 이용 가능하다고 하셔서 좋았습니다 직원분 친절하셨어요 평일이라 두팀밖에 없었는데 바베큐하는곳에 불은 안켜주시더라구요 소등도 빠르고ㅎㅎ 화장실 변기가 들립니다 밖에있는 화장실이 훨씬 깨끗하니 거기 이용하시면 될거같아요 수건은 따로 없고 절대 샤워할 공간은 안될거같아요 이불이 좀 촉촉한데 잠은 잘 잤어요 잘 쉬었다갑니당,2019.08.16
주노글램핑 광주점,4,콩,재밌엇어요 ㅎ수영장도 좋아요 다만 ㅜ 이블에서 냄새가 좀 나요 ㅠㅠㅠ,2019.08.14
주노글램핑 광주점,3,rir****,아침부터 글램핑장앞에서 공사를 해서 힘들었습니다,2019.08.12
주노글램핑 광주점,2,우비소녀,장점-풀장이 예뻐서 사진 찍기 좋다단점&보완할점-콩콩이는 무게제한이 180kg라면서 어른들은 사용금지라고 써놓음(한명씩 들어가서 뛰어도 180kg은 안되는데..) // 숯불 세팅비용을 내고 세팅을 요청함. 비가 와서 어디에다 해주시지했는데 그냥 밖에다 숯불을 피워주셨음. 숯불 붙이고 나서 비가 점점 더 와서 불이 금방 꺼질 지경이 됨. 사무실에 가서 옮겨주시면 안되냐 어떡하냐 했더니 자연재해로 인한 일은 어쩔수 없단 말만 하시고 아무 대처 없으심. (불 붙이려고 할때부터 비가 이미 오고 있었기 때문에 지붕있는곳 밑에다가 세팅해주셨으면 그럴일 없었음) 결국 아빠께서 비 퍼붓는 와중에 활활 불붙은 화로통 들어서 지붕 밑으로 피신해서 고기 구움. // 풀장이 예쁘긴한데 물이 미지근하고 물높이도 120cm밖에안됨,2019.08.11
주노글램핑 광주점,1,kpa****,방도 퀘퀘 에어컨 냄새도 퀘퀘기본적인 그릇들 숫자도 제각각...,2019.07.31
주노글램핑 광주점,5,hds****,너무 알차게 재밌게 놀다 왔어요 ~~ 사장님도 매우 친절하고 더운날에도 정말 잘 놀았어요!,2019.07.28
acc디자인호텔,4,mjh****,좋아요,2020.08.04
acc디자인호텔,4,78a****,ㅎㅎ,2020.08.04
acc디자인호텔,4,jin****,좋아요,2020.07.06
acc디자인호텔,4.5,gks****,G,2020.06.16
acc디자인호텔,5,숨숨,욕조가 진짜 너무 이쁘네요~ ,2020.04.30
acc디자인호텔,5,kk9****,맛 있어요,2020.01.20
광주패밀리랜드 카라반 캠핑장,2,푸드파이터,"온가족이 오랜만에 다녀왓어요입구부터 차량출입관리나 방문이력관리,온도 체크등 꼼꼼합니다.젤큰 다이아몬드로 넓게 잘사용했어요다만 카라반내 위생관리는....테크에 벌레잡아주는 망은 벌레로가득하고 교체는 그때그때 안해주시나바요또한 이불 교체 전혀안하나요머리카락까지는 괜찮은데 ... 말하긴 그렇고ㅡㅡ 미쳐 애기들 재우고서는 아침에 침구정리하다 경악했어요",2020.08.29
노블스테이,4,jai****,"처음 배정받은 룸 컨디션이 조금 아쉬워 프론트에 말씀드리니 바로 조치해주시고, 주차타워 이용이 익숙지 않아 걱정했는데 나와서 봐 주시고, 조금늦게 체크아웃하게 됐는데도 편의를 봐 주신 덕분에 출장 일정을 잘 마치고 왔습니다. 다음에 광주 갈 일 있으면 또 이용하고 싶어요!",2020.09.18
노블스테이,3.5,키커,,2020.08.26
노블스테이,4,jin****,좋아요,2020.08.13
노블스테이,3,동혀기,ㅋㅋㅋㅌㅌㅌ,2020.07.02
노블스테이,3,짭이,ㅇㅇㄹㄹㄹㅇㄹㄹㅇ,2020.07.02
탑클라우드호텔 광주점,2,bbo****,ㅋ,2020.06.15
탑클라우드호텔 광주점,5,wls****,출장으로 가기 좋은 호텔,2020.06.10
탑클라우드호텔 광주점,5,wls****,출장으로 좋은 호텔,2020.06.09
탑클라우드호텔 광주점,3.5,bbo****,ㅌ,2020.06.08
탑클라우드호텔 광주점,5,콩이,깨끗해요,2020.03.16
탑클라우드호텔 광주점,5,han****,깨끗하고 좋아요,2020.03.10
이마트 광주점,5,jes****,.,2020.09.24
이마트 광주점,5,618****,굿,2020.09.23
이마트 광주점,4,77711,좋아요.,2020.09.23
이마트 광주점,4,호려이,명절선울 너무0ㅜ거워,2020.09.23
이마트 광주점,4.5,han****,좋아요,2020.09.23
이마트 광주점,4,복님이에용,편해서자주가는곳입니다,2020.09.22
이마트 광주점,5,vvo****,좋아요,2020.09.22
이마트 광주점,5,geroNIMO,굿,2020.09.22
이마트 광주점,5,als****,이마트 10시까지 해요좋아요,2020.09.22
이마트 광주점,5,판다,광천동 아마트상품 좋습니다,2020.09.22
이마트 광주점,5,lee****,굿,2020.09.22
이마트 광주점,3,뿌띠아이,좋아요,2020.09.22
이마트 광주점,4,mi7****,넓어서 장보기 편하고 좋아요~~,2020.09.22
이마트 광주점,4,bus****,ㅆ,2020.09.21
이마트 광주점,5,Awesome,이마트 키오스크 상품권교환,2020.09.21
이마트 광주점,2.5,우주괴물,가끔가는데 친절해요,2020.09.21
이마트 광주점,4,brillonte,good,2020.09.20
이마트 광주점,4,brillonte,good,2020.09.20
이마트 광주점,5,jbr****,좋아요,2020.09.20
이마트 광주점,3.5,qor****,ㅂㅋㅅ,2020.09.20
이마트 광주점,5,펭하,편리하고 좋아요~~!,2020.09.20
이마트 광주점,3.5,360****,좋아요,2020.09.20
이마트 광주점,4,여나연뚜사랑,매장이 넓어요.,2020.09.20
이마트 광주점,4.5,Su,좋아요,2020.09.20
이마트 광주점,4,ceo****,좋아요,2020.09.20
이마트 광주점,4,봄봄,굿굿,2020.09.19
이마트 광주점,0.5,이선영,좋아요,2020.09.19
이마트 광주점,4.5,cjs****,궁중팬 샀어요!,2020.09.19
이마트 광주점,4.5,cjs****,오랜만에 이마트 감!,2020.09.19
이마트 광주점,5,예아,짱,2020.09.19
이마트 광주점,5,그냥저,ㅋ,2020.09.18
이마트 광주점,5,그냥저,ㅋ,2020.09.18
이마트 광주점,5,boh****,괜찮고 좋아요,2020.09.18
이마트 광주점,5,boh****,친절해요,2020.09.18
이마트 광주점,4,77711,좋아요.,2020.09.18
이마트 광주점,4,ame****,좋아요 자주 이용합니다,2020.09.18
이마트 광주점,5,green앨리,물건도 많고 쇼핑 편리해요.,2020.09.18
이마트 광주점,5,안녕,마트 사랑해,2020.09.18
이마트 광주점,5,doo****,좋아요,2020.09.18
이마트 광주점,5,geroNIMO,굿,2020.09.18
이마트 광주점,4.5,geroNIMO,굿,2020.09.18
이마트 광주점,4,청운심,노브랜드좋아요,2020.09.18
이마트 광주점,5,hon****,물건도다양해서 찾는물견 쉽게 찾았어요,2020.09.17
이마트 광주점,5,이유앤지,편리해요,2020.09.17
이마트 광주점,4,smo****,좋아여.,2020.09.17
이마트 광주점,4,smo****,오래만에 왔는데 싸고 좋아요ㅡ,2020.09.17
이마트 광주점,4,tjdrbsrhks,굿굿 하고 나니 너무 좋더라구요,2020.09.17
이마트 광주점,4,osc****,친절하시고   좋습니다,2020.09.16
이마트 광주점,4,수진맘,집앞이라 정기적으로,2020.09.16
이마트 광주점,5,rsu****,좋아요~!,2020.09.16
이마트 광주점,5,rsu****,좋아요~!,2020.09.16
이마트 광주점,4,rsu****,좋아요~!,2020.09.16
이마트 광주점,5,indifferent,늘 애용하는 단골 마트상품이 좋아요,2020.09.16
이마트 광주점,5,mij****,쿠키랑 바나나 맛있어요,2020.09.16
이마트 광주점,5,천사주니,좋습니다,2020.09.16
이마트 광주점,4.5,임애교,바나나가 맛있어서 바나나사러갑니다오늘은 감숙왕이 없네요,2020.09.16
이마트 광주점,4.5,vvo****,좋아요,2020.09.15
이마트 광주점,5,행복한민주,애용하는곳크고좋아요,2020.09.15
이마트 광주점,4.5,사계절,좋아요~,2020.09.15
이마트 광주점,4.5,사계절,오랜만에 갔는데..쇼핑하기 좋고..할인도 많이 하네요,2020.09.15
이마트 광주점,5,아르기닌,이마트 좋아요~!,2020.09.14
이마트 광주점,4,Black,이마트에요,2020.09.14
이마트 광주점,5,rlaskawn,좋아요 좋아요 좋아요~~~,2020.09.14
이마트 광주점,5,꽃민자,커피콩빵 맛있어요^^,2020.09.14
이마트 광주점,4,oowow,종류가 많아서 좋아요,2020.09.14
이마트 광주점,5,쫑쫑,굿굿,2020.09.14
이마트 광주점,5,coc****,광주에서 제일크고 쇼핑하기좋아요,2020.09.14
이마트 광주점,5,Ulysses,도미빵 좋아요,2020.09.14
이마트 광주점,5,밤순이,다양성있는 물건들이 많아서 좋아용,2020.09.14
이마트 광주점,4,wjs****,굿굿,2020.09.13
이마트 광주점,5,삐뽀공주,좋아요,2020.09.13
이마트 광주점,5,효듕,좋아요,2020.09.12
이마트 광주점,5,이공구삼,옥수수도 팔아요,2020.09.12
이마트 광주점,5,나비,넓고 종류가 많아서 좋은데 인기상품은 품절이 넘 잘되요ㅠ,2020.09.12
이마트 광주점,5,hm3****,친절해요,2020.09.12
이마트 광주점,4,bus****,ㄷ,2020.09.12
이마트 광주점,5,남,굿,2020.09.12
이마트 광주점,4,bus****,ㄸ,2020.09.12
이마트 광주점,4.5,비나,직원분들이 친절하게 도와주셔서 좋아요,2020.09.12
이마트 광주점,5,캬컁,좋아유,2020.09.12
이마트 광주점,5,효듕,굿,2020.09.11
이마트 광주점,4.5,축복이,이마트 좋아요,2020.09.11
이마트 광주점,5,후니훈,굿,2020.09.11
이마트 광주점,5,S라인,.,2020.09.11
이마트 광주점,4,쩡쩡,쬬아,2020.09.11
이마트 광주점,4,77711,자주 가요.,2020.09.11
이마트 광주점,4,청운심,좋아요,2020.09.11
이마트 광주점,5,조니,좋아용,2020.09.10
이마트 광주점,5,남,굿,2020.09.10
이마트 광주점,5,연주,자주이용하는 곳이에용!!,2020.09.10
이마트 광주점,5,남,굿,2020.09.10
이마트 광주점,4,bus****,ㄷ,2020.09.10
이마트 광주점,4,Star,이마트 좋아요,2020.09.10
